title,type,genres,releaseyear,averagerating,votes
Prodigal Son,tv,{Documentary},2017,7.1,57
Joint Venture,tv,{Documentary},2014,7.2,13
The Shadows of Death,tv,"{Comedy, Short}",2012,7.1,55
Ghost Brothers: Haunted Houseguests,tv,"{Crime, Drama, History}",2020,7.6,29435
Twisted Sisters,tv,{Drama},2020,8.2,6686
Total Control,tv,{Comedy},2019,6.9,742
En el corredor de la muerte,tv,{Reality-TV},2019,7.6,148
The Lies that Bind,tv,"{Biography, Drama, History}",2019,8.2,16389
Children of the Snow,tv,"{Crime, Documentary}",2018,7,442
A Miracle,tv,"{Action, Adventure, Animation}",2018,7.1,1766
The Murder Tapes,tv,"{Crime, Drama}",2019,5.9,1152
Na stojáka,tv,{Reality-TV},2019,6.4,488
The Capture,tv,"{Drama, History, Romance}",2019,6.9,11218
The Flight Attendant,tv,"{Crime, Drama, Thriller}",2020,7.6,74198
Breeders,tv,{Reality-TV},2019,8,395
Malaka,tv,"{Crime, Documentary}",2019,7.5,279
Too Close,tv,{Crime},2018,7.8,50
Frayed,tv,"{Documentary, Horror, Thriller}",2019,6.2,1051
Valley of the Damned,tv,"{Adventure, Animation, Short}",2016,7.4,74
Lucas the Spider,tv,"{Adventure, Drama, Mystery}",2021,7.6,17196
The Holzer Files,tv,"{Comedy, Fantasy, Horror}",2018,7.5,2925
Dr. Death,tv,"{Drama, History, Thriller}",2019,9.3,905125
Romulus,tv,"{Biography, Documentary, Sport}",2019,8.4,2507
Someone You Thought You Knew,tv,"{Action, Adventure, Animation}",2018,4.5,323
Slovania,tv,"{Comedy, Drama, Romance}",2019,8,16937
The Great,tv,"{Comedy, Crime, Drama}",2019,8.3,33071
Rogue Heroes,tv,"{Drama, History, Romance}",2008,7.8,365
Lego Masters,tv,"{Crime, Documentary}",2019,7.5,8418
Doki,tv,"{Crime, Thriller}",2019,7.5,6419
Made in Italy,tv,{Documentary},2019,8.1,77
Exit,tv,"{Crime, Drama, Mystery}",2019,7.2,12392
Steven Universe Future,tv,"{Game-Show, Reality-TV}",2019,5.8,343
Love Me,tv,"{Comedy, Drama, Romance}",2019,7.7,6688
Fixer to Fabulous,tv,"{Adventure, Animation, Comedy}",2018,4,1059
King of the Skies,tv,{Comedy},2020,6.2,4392
Expedition with Steve Backshall,tv,{Drama},2020,8.1,24422
Rock the Block,tv,{Reality-TV},2019,6.5,470
"Bronco, Un Éxito Indomable",tv,{Reality-TV},2017,8.3,87
Mr. Magoo,tv,"{Adventure, Animation, Comedy}",2019,7.3,2378
Vida perfecta,tv,{Crime},2018,7.2,68
Adventure Time: Distant Lands,tv,{Comedy},2017,7.7,2456
Trackers,tv,{Drama},2020,7.3,10060
House of the Dragon,tv,{Reality-TV},2016,7.1,50
Expedition Bigfoot,tv,"{Comedy, Drama, Fantasy}",2019,7.7,4066
Betty,tv,"{Action, Adventure, Animation}",2018,6,197
Tainted,tv,"{Comedy, Documentary}",2019,7.1,117
Turma da Mônica Jovem,tv,"{Action, Adventure, Crime}",2019,3.6,46899
Lanterns,tv,"{Adventure, Animation, Comedy}",2018,5.9,352
Tu parte del trato,tv,{Reality-TV},2019,7.4,29
The Object of Murder,tv,"{Action, Adventure, Animation}",2019,8.7,22564
The Athena,tv,"{Drama, Horror, Mystery}",2019,6.7,11223
Plastic Surgery Undressed,tv,"{Crime, Mystery, Thriller}",2019,7.5,2932
Welcome to Plathville,tv,{Reality-TV},2019,8.3,233
The Whole Truth with Sunny Hostin,tv,{Drama},2019,7.4,8610
Broken Trust,tv,{Reality-TV},2019,6.7,416
Were Here,tv,"{Drama, Fantasy, Horror}",2020,7.1,11376
Holiday Wars,tv,{Reality-TV},2019,4,720
McMillions,tv,"{Crime, Documentary}",2019,7.3,95
White House Plumbers,tv,{Documentary},2019,7.9,35
Holiday Gingerbread Showdown,tv,{Reality-TV},2019,6.8,182
Momma Named Me Sheriff,tv,"{Drama, Horror, Mystery}",2020,6.4,11629
Lets Go Luna!,tv,"{Animation, Comedy, Family}",2017,8.1,224
Des,tv,"{Crime, Drama, Thriller}",2022,8.1,50304
The Adventures of Paddington,tv,{Crime},2019,7.8,79
La Unidad,tv,"{Documentary, Family, Reality-TV}",2015,7.4,143
My Home My Destiny,tv,{Reality-TV},2019,4.5,289
The Goes Wrong Show,tv,{},2019,4.4,12
Gui e Estopa,tv,{Crime},2018,6.6,149
Dragon Quest: The Adventure of Dai,tv,"{Game-Show, Reality-TV}",2019,5.2,2002
Dave,tv,{Documentary},2018,7.5,200
My Feet Are Killing Me,tv,"{Adventure, Animation, Comedy}",2022,7,873
Auga Seca,tv,"{Comedy, Sci-Fi}",2020,6.7,23345
Care Bears: Unlock the Magic,tv,{Drama},2020,7.4,18005
Love Monster,tv,{Comedy},2019,7.5,3937
Villainous,tv,"{Adventure, Drama, Fantasy}",2021,7.6,37446
1000-lb Sisters,tv,{Reality-TV},2019,3.6,604
Homicide City: Charlotte,tv,{Documentary},2018,8,618
Stranger Among Us,tv,{Crime},2019,7.3,55
#Luimelia,tv,"{Crime, Documentary}",2018,6.8,109
The Interrogator,tv,"{Animation, Comedy, Family}",2017,6.3,108
Save My Skin,tv,{Reality-TV},2019,6.4,21
Deadly Recall,tv,{Crime},2019,6.1,153
2111,tv,{Comedy},2019,8.2,2405
The First Lady,tv,{Drama},2019,6.5,108
Walker,tv,"{Crime, Documentary, Mystery}",2019,7.3,3130
Angel of Death,tv,{Reality-TV},2019,8.1,89
The Thaw,tv,"{Action, Adventure, Comedy}",2016,7.2,86
Murder Comes Home,tv,"{Action, Comedy, Drama}",2018,7.7,25
The English,tv,"{Crime, Drama, Mystery}",2019,7.7,24275
Expedition X,tv,"{Crime, Drama}",2019,7.9,667
Man with A Van,tv,{Crime},2019,7.3,31
Tsunami,tv,{Reality-TV},2019,6.8,195
18 Again,tv,"{Crime, Documentary}",2018,6.6,147
The Winter King,tv,"{Drama, Thriller}",2019,7.9,1898
Devils,tv,{Crime},2018,8,47
Conversations with Friends,tv,"{Biography, Drama}",2019,7.3,443
Three Busy Debras,tv,{Documentary},2019,7.2,22
Twisted Love,tv,{Documentary},2019,7,322
The Last of Us,tv,{Drama},2019,7,3913
Tournament of Champions,tv,{Crime},2019,7.8,668
Curse of the Bermuda Triangle,tv,{Comedy},2004,6.5,50
Master Distiller,tv,"{Crime, Mystery, Thriller}",2019,8,24129
Celebrity IOU,tv,"{Comedy, Drama, Mystery}",2020,7.1,63979
Atlantas Missing and Murdered: The Lost Children,tv,"{Comedy, Drama}",2020,7.6,8685
Stalk,tv,"{Drama, Thriller}",2019,7.3,363
Baraj,tv,"{Crime, Drama, Mystery}",2021,6.8,4248
World of Weapons,tv,"{Comedy, Drama}",2019,7.5,3161
Veneno,tv,{Crime},2019,6.6,69
The Not Too Late Show with Elmo,tv,"{Animation, Family, Short}",2017,8,275
Lottie Dottie Chicken,tv,"{Horror, Mystery}",2019,7.2,833
Relatively Evil,tv,"{Crime, Drama, Thriller}",2021,7.6,17776
Til Death Do Us Part,tv,"{Drama, Fantasy, History}",2020,7,3063
Selling the Big Easy,tv,{Drama},2018,7.1,125
Barber Shop,tv,"{Adventure, Fantasy}",2021,5.9,426
In My Skin,tv,"{Biography, Comedy, Drama}",2020,8.1,56862
Raw Terror,tv,"{Action, Drama, Thriller}",2022,8.1,22793
Jams,tv,"{Drama, Sci-Fi, Thriller}",2020,6.8,2654
Prehistoric,tv,{Game-Show},2020,7.5,3334
Topo Gigio,tv,"{Adventure, Animation, Family}",2009,7.6,226
Dragnificent!,tv,{Comedy},2019,7.6,677
Chopped Sweets,tv,"{Crime, Drama, Thriller}",2019,8.2,14559
The Head,tv,"{Action, Adventure, Animation}",2019,7.7,5341
All the Women in the World,tv,"{Comedy, Drama, Romance}",2019,7.8,3876
I May Destroy You,tv,{Reality-TV},2019,8.1,486
In the Cold Dark Night,tv,"{Action, Adventure, Biography}",2020,7.7,630
We Got This,tv,{Documentary},2019,8.2,245
Predator at Large,tv,{Reality-TV},2019,7.1,403
Ill Be Gone in the Dark,tv,{Drama},2019,8.4,59
Galinha Pintadinha Mini,tv,"{Adventure, Animation, Comedy}",2019,7,79
Amy Schumer Learns to Cook,tv,"{Comedy, Drama}",2019,7.3,1207
Yashahime: Princess Half-Demon,tv,"{Action, Adventure, Animation}",2020,8.7,8632
My 600-lb Life: Where Are They Now?,tv,"{Action, Crime, Drama}",2019,6.5,1410
Mysteries of the Deep,tv,"{Action, Adventure, Drama}",2022,8.3,452794
Coyote Peterson: Brave the Wild,tv,{Adventure},2019,6.1,1244
The Dog House,tv,"{Comedy, Sport}",2020,7.1,2933
Dead Reckoning,tv,{Thriller},2019,7,360
At Home,tv,"{Adventure, Animation, Comedy}",2015,7.7,150
Desafio em Dose Dupla Brasil,tv,"{Drama, Romance}",2021,5.4,14815
Walking with Elephants,tv,"{Action, Adventure, Crime}",,,
Rainbow Rangers,tv,{Thriller},2019,7.2,118
Kings of the Wild,tv,{Reality-TV},2019,7.6,46
B Positive,tv,{Family},2019,7.6,111
The West Memphis Three: An ID Murder Mystery,tv,{Documentary},2019,5.3,13
Hero Elementary,tv,{Reality-TV},2019,5.5,673
Tender Touches,tv,"{Crime, Documentary, Reality}",2019,5.6,27
Love Is in the Air,tv,{Crime},2018,6.9,55
Hot Mess House,tv,{Reality-TV},2020,8.2,3315
Street Outlaws: Race Night in America,tv,{Reality-TV},2018,5.8,177
Expecting Amy,tv,"{Crime, Documentary, History}",2020,7.2,9461
The Girls on the Bus,tv,"{Biography, Drama, History}",2023,6.8,11225
Mapa,tv,{Reality-TV},2018,7.4,56
Never Say Goodbye,tv,"{Animation, Comedy}",2019,6.1,948
W domu,tv,"{Animation, Comedy, Family}",2018,7.7,220
Dino Hunters,tv,"{Biography, Crime, Drama}",2020,7.6,21724
Numberblocks,tv,"{Adventure, Animation, Comedy}",2019,8.3,674
A World of Calm,tv,"{Action, Drama, Thriller}",2020,7.4,1937
Who Killed Jeffrey Epstein?,tv,{Drama},2019,6,2918
Monster Beach,tv,{Comedy},2019,8.6,3150
Unspouse My House,tv,"{Animation, Comedy, Family}",2004,8.2,85
Eristyksissä,tv,"{Action, Adventure, Animation}",2020,7.9,1333
Somebody Somewhere,tv,"{Comedy, Music}",2020,8.2,26406
The Beast Must Die,tv,{Reality-TV},2020,6.8,300
La Fortuna,tv,"{Crime, Drama}",2020,6.5,469
Domina,tv,"{Adventure, Animation, Comedy}",2019,6.6,118
My Familys Deadly Secret,tv,"{Animation, Family, Short}",2020,6.6,69
Highway to Hell,tv,"{Animation, Comedy, Family}",2017,7.5,974
Devil Among Us,tv,{Reality-TV},2020,6.1,1392
The Osbournes Want to Believe,tv,{Reality-TV},2019,7.1,55
YOLO: Silver Destiny,tv,{Crime},2020,7,43
Manayek,tv,"{Drama, Romance, Short}",2020,8,279
One Perfect Shot,tv,"{Crime, Mystery, Reality-TV}",2019,8,86
Darcey & Stacey,tv,{Reality-TV},2019,7.2,147
La CQ,tv,{Crime},2019,7.9,138
Dream Raider,tv,{Documentary},2012,,
Um Dia Qualquer,tv,"{Biography, Drama, History}",2022,7.2,5960
Heart of Darkness,tv,"{Action, Crime, Drama}",2021,6.2,15664
Killer Bods,tv,{Crime},2020,6.6,1233
The Face of Evil,tv,"{Crime, Drama, Mystery}",2022,6.7,2972
Agents of Chaos,tv,{Crime},2020,7.4,86
The Bridge,tv,"{Drama, Western}",2022,7.8,30519
Call My Manager,tv,"{Mystery, Reality-TV}",2020,6.6,1356
Doubling Down with the Derricos,tv,{Crime},2020,7.2,51
Garfunkel and Oates,tv,"{Drama, Thriller}",2020,6.1,340
The 93 Victims of Samuel Little,tv,"{Comedy, Drama, Fantasy}",2020,8.2,3633
Signs of a Psychopath,tv,"{Drama, Fantasy}",2023,6,5933
Madagascar: A Little Wild,tv,"{Drama, Thriller}",2020,7.2,5270
Hausen,tv,"{Drama, Romance}",2022,6.8,9619
100 Days Wild,tv,{Comedy},2020,6.1,826
Help! I Wrecked My House,tv,{Documentary},2019,6.2,85
Our Flag Means Death,tv,"{Action, Adventure, Drama}",2023,8.7,577665
The Alaska Triangle,tv,{Game-Show},2020,8.2,598
Estonia - funnet som endrer alt,tv,{Documentary},2020,6.3,137
Dr. Pimple Popper: Before the Pop,tv,"{Game-Show, Reality-TV}",2019,8,109
No Mans Land,tv,{Reality-TV},2020,7.4,493
Chaos in Court,tv,"{Crime, Documentary}",2020,7.1,1614
Living a Nightmare,tv,"{Drama, Thriller}",2019,6.7,907
HIT,tv,{Drama},2020,5.5,396
Equal,tv,{History},2020,7.2,20
Peacemaker,tv,"{Biography, Drama}",2020,8.6,4897
Pretty Little Liars: Original Sin,tv,"{Comedy, Family, Music}",2020,7.4,159
Crimes Gone Viral,tv,"{Animation, Family, Music}",2006,7.9,9
The Unfaithful,tv,"{Crime, Documentary}",2019,6.1,47
90 Day Fiancé: HEA Strikes Back!,tv,"{Documentary, Mystery}",2019,6.7,61
How to with John Wilson,tv,{Reality-TV},2019,5.3,127
"Joe Exotic: Tigers, Lies and Cover-Up",tv,{Documentary},2017,8,21
Valley of Tears,tv,"{Comedy, Drama}",2018,8.1,1668
The Miramar Murders: The State Vs. Pablo Ibar,tv,{Crime},2020,7.6,25
Homestead Rescue: Raney Ranch,tv,"{Drama, Family}",2019,7.2,17
Suspicious Minds,tv,"{Animation, Documentary, History}",2009,7,54
Alice & Lewis,tv,{Animation},2020,6.8,26
Flatbush Misdemeanors,tv,{Reality-TV},2019,7.6,281
Border Control Latin America,tv,{Reality-TV},2019,6.6,68
Roadkill,tv,"{Drama, Horror, Mystery}",2020,6.8,8484
Bridge and Tunnel,tv,"{Comedy, Drama, Romance}",2020,7.7,318
Agent Binky: Pets of the Universe,tv,{Drama},2020,8.1,26766
The White Lotus,tv,{Documentary},2020,7.2,496
Street Outlaws: Fastest in America,tv,"{Comedy, Crime, Mystery}",2020,6.9,440
Murder on Middle Beach,tv,{Crime},2020,7.5,66
Basic Bitch,tv,"{Crime, Documentary, Mystery}",2020,7.4,9210
Hell House,tv,"{Animation, Family, Fantasy}",2017,7.6,47
Derby Girl,tv,{Reality-TV},2020,5.5,843
Jungle Beat,tv,"{Action, Adventure, Animation}",2020,7,1313
Evil Lives Here: Shadows of Death,tv,{Reality-TV},2015,6.7,215
I Love a Mamas Boy,tv,{Documentary},2020,6.7,295
Killer in Question,tv,"{Adventure, Documentary, Reality-TV}",2020,7.8,59
Adventure of the Ring,tv,{Documentary},2019,8.7,499
My Feet Are Killing Me: First Steps,tv,"{Crime, Documentary}",2020,6.5,42
TrollsTopia,tv,"{Comedy, Drama}",2020,6.1,101
Normal,tv,{Documentary},2012,7.6,17
The Minister,tv,{Documentary},2020,7.5,57
DMZ,tv,"{Adventure, Animation, Family}",2018,4.2,248
The Crimes That Changed Us,tv,{Documentary},2015,8.3,108
Call Me Kat,tv,"{Comedy, Drama}",2020,6.3,3579
Heavens Gate: The Cult of Cults,tv,"{Crime, Documentary}",2020,7.4,145
The Night Caller,tv,{Animation},2020,6.2,112
Kung Fu,tv,"{Animation, Comedy, Drama}",2017,6.3,99
House of Ho,tv,"{Comedy, Romance}",2020,7.3,21467
Robert Durst: An ID Murder Mystery,tv,{Reality-TV},2020,8.4,62
Home Economics,tv,{Reality-TV},2020,4.9,8
Painting with John,tv,"{Comedy, Documentary}",2020,7.1,936
90 Day Diaries,tv,{Drama},2024,6.8,1770
Fixer Upper: Welcome Home,tv,"{Comedy, Drama, Fantasy}",2020,7.1,236
Un sueño real,tv,"{Crime, Documentary}",2019,7.8,33
Mare of Easttown,tv,"{Drama, Short}",2020,5.7,40
90 Day Bares All,tv,{Documentary},2020,7.1,197
100 Day Dream Home,tv,"{Adventure, Animation, Family}",2017,8.6,446
Doomsday: The Missing Children,tv,{Documentary},2020,8.2,562
Paranormal Declassified,tv,{Documentary},2020,6.4,144
Gold Rush: Freddy Dodges Mine Rescue,tv,"{Adventure, Animation, Comedy}",2019,7.3,66
Atlanta Justice,tv,{Reality-TV},2019,8.1,35
Magnolia Table with Joanna Gaines,tv,{Drama},2020,4.9,25
Bump,tv,"{Comedy, Drama}",2022,8.1,12350
Mystery at Blind Frog Ranch,tv,"{Crime, Drama}",2020,6.3,2088
The Baby,tv,"{Adventure, Thriller}",2021,6.5,1775
First Time Fixer,tv,"{Drama, History}",2021,7.2,7001
Worst Cooks in America: Dirty Dishes,tv,"{Crime, Drama}",2020,7,26
Onision: In Real Life,tv,{Crime},2019,6,12
The Lady and the Dale,tv,{Documentary},2020,7.6,49
Passport to Love,tv,{Mystery},2020,6.6,689
Undercover Billionaire: Comeback City,tv,"{Animation, Comedy, Fantasy}",2020,7.3,1269
Its a Sin,tv,"{Crime, Drama, Thriller}",2020,8,1250
The Clown and the Candyman,tv,{Documentary},2022,6.1,169
Six Degrees with Mike Rowe,tv,{Reality-TV},2020,3,681
And Just Like That...,tv,{Comedy},2012,4,361
Tiger,tv,"{Crime, Mystery, Sci-Fi}",2020,5.1,171
Without Secrets,tv,{Drama},2020,6.9,19
The Pembrokeshire Murders,tv,"{Crime, Documentary}",2019,6.9,43
UFO Witness,tv,{Crime},2020,6.2,37
Cal Fire,tv,"{Crime, Reality-TV}",2019,7.4,54
Fight for First: Excel Esports,tv,"{Documentary, History}",2020,7.3,1500
Julia,tv,"{Game-Show, Reality-TV}",2020,6.6,80
Home on the Road,tv,"{Comedy, Drama}",2020,7.2,2386
Restoration Road,tv,{Reality-TV},2020,4.7,283
Ghost Adventures: Top 10,tv,"{Comedy, Musical, Short}",2012,7.5,89
Super Dad,tv,"{Crime, Drama, Mystery}",2020,5.7,518
Flipping 101,tv,"{Crime, Documentary}",2020,7.2,99
Kitchen Crash,tv,"{Crime, Documentary}",2020,7.6,897
Ty Breaker,tv,"{Adventure, Animation, Comedy}",2020,6,294
Bobby and Giada in Italy,tv,"{Drama, Horror, Mystery}",2020,5.8,649
Home Town: Bens Workshop,tv,{Reality-TV},2020,6.7,245
Dos vidas,tv,{Reality-TV},2020,7.3,236
Mary McCartney Serves It Up,tv,"{Action, Adventure, Biography}",2022,7.8,44658
Christina: Stronger by Design,tv,"{Documentary, Mystery, Sci-Fi}",2020,5.6,333
Yellowjackets,tv,"{Documentary, History}",2020,8.5,1728
The Demon Headmaster,tv,{Reality-TV},2020,5.1,38
Lolis luck,tv,"{Drama, Thriller, War}",2020,7.8,3666
The Search for Frida,tv,{Reality-TV},2020,5.6,79
Street Outlaws: Mega Cash Days,tv,{Documentary},2020,7.6,26
Exterminate All the Brutes,tv,{Drama},2020,7.2,379
United States of Al,tv,"{Documentary, History}",2020,7.5,286
Vitals,tv,"{Action, Adventure, Comedy}",2022,8.3,141667
Murder 24/7,tv,"{Drama, Horror, Mystery}",2022,7,9413
Tod von Freunden,tv,{Documentary},2020,5.2,133
Allen v. Farrow,tv,"{Drama, Thriller}",2020,6.4,2641
90 Day: The Single Life,tv,{Reality-TV},2020,4.7,39
Clone High,tv,"{Comedy, Documentary}",2020,8.7,14170
The Man Who Fell to Earth,tv,{Documentary},2020,6.3,87
WeeBoom,tv,"{Drama, War}",2020,7.6,5732
Fright Club,tv,{Documentary},2020,7.2,348
The Pursuit of Love,tv,{Reality-TV},2020,7.9,138
The Crime of the Century,tv,"{Crime, Documentary}",2020,6.7,39
Van Go,tv,"{Animation, Family, Fantasy}",2021,8.2,25
Aliens in Alaska,tv,{Comedy},2021,6.8,924
2 Døgn,tv,{Reality-TV},2020,8.3,12
Design Star: Next Gen,tv,"{Drama, Thriller}",2020,6.8,6042
Mind for Design,tv,"{Comedy, Drama}",2021,6.3,922
Q: Into the Storm,tv,"{Adventure, Animation, Family}",2019,6.4,54
Society of Virtue,tv,"{Comedy, Drama}",2021,8,223060
Intergalactic,tv,{Reality-TV},2020,6.9,71
HGTV House Party,tv,{Drama},2021,8.1,30307
Unseamly: The Investigation of Peter Nygård,tv,"{Crime, Documentary, Mystery}",2020,7.4,4757
Speravo de morì prima,tv,{Comedy},2020,7.2,430
Where Murder Lies,tv,"{Crime, Documentary, Drama}",2015,7.3,39
The Courage to Run with Chip Gaines and Gabe Grunewald,tv,{Comedy},2020,6.6,169
100% Wolf: Legend of the Moonstone,tv,"{Adventure, Animation, Comedy}",2003,7,123
The Killer Closer,tv,"{Crime, Documentary}",2020,7.6,297
Unsellable Houses,tv,{Reality-TV},2020,5,322
Say Yes to the Dress Australia,tv,{Documentary},2020,7.5,96
Tareks Flip Side,tv,"{Comedy, Romance}",2020,7.1,73
Blowing Up History,tv,{Reality-TV},2020,7.9,13
Smother,tv,"{Adventure, Animation, Comedy}",2020,5.8,254
Expedition: Back to the Future,tv,{Drama},2020,8.2,52
Transamazônica - Uma Estrada para o Passado,tv,{Drama},2020,7,545
100 Foot Wave,tv,"{Action, Adventure, Drama}",2022,5.5,4345
Kangaroo Beach,tv,{Documentary},2020,7.2,104
No Demo Reno,tv,{Comedy},2021,5.4,7979
The Last Unknown,tv,"{Crime, Documentary}",2020,7.2,3174
Mush-Mush & the Mushables,tv,"{Crime, Documentary, Thriller}",2020,6.9,451
Wahl Street,tv,"{Action, Adventure, Drama}",2021,5.7,5182
The Staircase,tv,{Reality-TV},2020,5.9,393
Tiny House Hunters,tv,{Crime},2019,6.6,59
Nach,tv,{Comedy},2021,6.9,6416
Odd Weeks,tv,"{Comedy, Reality-TV}",2021,7.7,903
Birdgirl,tv,{Reality-TV},2021,5.7,124
Perpetual Planet: Calakmul,tv,{Reality-TV},2021,7.6,348
Street Outlaws: Americas List,tv,{Documentary},2020,6.7,19
The Convict,tv,"{Crime, Drama, Mystery}",2021,8.4,197244
Worlds Greatest Cars,tv,{Talk-Show},2021,5.6,104
Chef Boot Camp,tv,{Reality-TV},2019,6.9,237
Greta Thunberg: A Year to Change the World,tv,{Documentary},2020,6.8,65
Sex Diaries,tv,{Documentary},2020,6,112
Ghost Brothers: Lights Out,tv,{Reality-TV},2021,8.1,502
Wild Republic,tv,{Crime},2020,6.7,59
Extreme Sisters,tv,{Reality-TV},2021,6.2,225
Para - We Are King,tv,"{Comedy, Drama}",2022,6.8,6771
Curb Appeal: The Block,tv,"{Comedy, Drama, Romance}",2021,7.6,2429
Palomares,tv,{Reality-TV},2021,6.1,913
Winning Time: The Rise of the Lakers Dynasty,tv,"{Comedy, Horror, Mystery}",2022,6.3,3876
Hacks,tv,{Reality-TV},2021,6.7,38
That Damn Michael Che,tv,{Talk-Show},2021,6.3,14
Home Town Takeover,tv,{Documentary},2021,5.5,402
The Story of Late Night,tv,"{Biography, Crime, Documentary}",2021,6.9,1474
Bargain Block,tv,{Reality-TV},2021,4.4,29
Queer You Are,tv,{Reality-TV},2021,6.1,49
Cozinhe se Puder: Mestres da Sabotagem,tv,{Drama},2021,8.6,37917
Love & Death,tv,"{Crime, Documentary}",2021,7.4,751
Veleno,tv,"{Comedy, Documentary, History}",2021,7.2,196
You Shall Not Lie,tv,"{Comedy, Drama, Romance}",2021,5.7,39699
All That Glitters: Britains Next Jewellery Star,tv,"{Biography, Documentary, Sport}",2021,7.8,5093
Hollington Drive,tv,{Drama},2011,7.6,141
Queen of Meth,tv,"{Crime, Drama, History}",2021,7.1,11319
García!,tv,"{Documentary, Sci-Fi}",2021,6.4,478
Louisiana Law,tv,{Reality-TV},2021,7.8,65
The Cleaning Lady,tv,{Documentary},2021,6.5,25
Three Families,tv,"{Biography, Drama}",2022,8.3,13643
Crime Scene Kitchen,tv,{Reality},2021,,
The Pact,tv,{Documentary},2021,8.1,123
Naomi,tv,"{Documentary, Horror, Reality-TV}",2021,5.5,51
The Bond,tv,{Reality-TV},2021,9.2,34
Bubu and the Little Owls,tv,{Reality-TV},2020,6.4,235
Blippi,tv,{Documentary},2011,7,8
Moebius,tv,{Reality-TV},2021,5.1,15
People Magazine Investigates: Crimes of Fashion,tv,{Reality-TV},2020,6.9,50
Inside Out,tv,{Documentary},2021,7.8,123
We Own This City,tv,{Reality-TV},2021,8.3,31
Time,tv,"{Crime, Reality-TV}",2014,7.9,104
Be My Sunshine,tv,{Drama},2021,7.1,89
Super Pumped,tv,{Reality-TV},2021,7.3,17
Chopped Next Gen,tv,{Talk-Show},2021,4.6,32
Obama: In Pursuit of a More Perfect Union,tv,"{Drama, Horror, Mystery}",2021,7.8,92395
Smiling Friends,tv,"{Drama, Family, Fantasy}",2019,7.6,94
Velma,tv,"{Animation, Family}",1980,6.9,150
Fired on Mars,tv,"{Adventure, Comedy, Drama}",2021,6.7,110
Behawiorysta,tv,"{Drama, Thriller}",2021,7.1,100
Demolition Down Under,tv,{Reality-TV},2020,6.8,42
O Atentado,tv,"{Documentary, History}",2021,7.4,3082
Terra Nova,tv,{Comedy},2021,6.5,3642
Causa Própria,tv,{Documentary},2021,7.9,129
"You, Me & My Ex",tv,"{Crime, Documentary}",2020,8.1,208
Tom and Jerry in New York,tv,"{Drama, Mystery}",2021,6,338
"Love, Reason, Get Even",tv,"{Biography, Crime, Documentary}",2021,6.7,7972
Too Large,tv,{Reality-TV},2021,6,994
Catch and Kill: The Podcast Tapes,tv,"{Animation, Comedy, Sci-Fi}",2023,6.3,1649
Trigger Point,tv,"{Drama, Sci-Fi}",2022,7.3,10741
